Data type,Cancer group/site,Year,Sex,Age group (years),Count,ICD10 codes
Actual,Melanoma of the skin,1992,Females,60–64,26,C43
Actual,Melanoma of the skin,1992,Females,65–69,43,C43
Actual,Melanoma of the skin,1992,Females,70–74,39,C43
Actual,Melanoma of the skin,1992,Females,75–79,40,C43
Actual,Melanoma of the skin,1992,Females,80–84,32,C43
Actual,Melanoma of the skin,1992,Females,85–89,20,C43
Actual,Melanoma of the skin,1992,Females,90+,13,C43
Actual,Melanoma of the skin,1992,Females,All ages combined,344,C43
Actual,Melanoma of the skin,1993,Females,00–04,0,C43
Actual,Melanoma of the skin,1993,Females,05–09,0,C43
Actual,Melanoma of the skin,1993,Females,10–14,0,C43
Actual,Melanoma of the skin,1993,Females,15–19,1,C43
Actual,Melanoma of the skin,1993,Females,20–24,0,C43
Actual,Melanoma of the skin,1993,Females,25–29,4,C43
Actual,Melanoma of the skin,1993,Females,30–34,4,C43
Actual,Melanoma of the skin,1993,Females,35–39,8,C43
Actual,Melanoma of the skin,1993,Females,40–44,15,C43
Actual,Melanoma of the skin,1993,Females,45–49,21,C43
Actual,Melanoma of the skin,1993,Females,50–54,13,C43
Actual,Melanoma of the skin,1993,Females,55–59,25,C43
Actual,Melanoma of the skin,1993,Females,60–64,14,C43
Actual,Melanoma of the skin,1993,Females,65–69,29,C43
Actual,Melanoma of the skin,1993,Females,70–74,32,C43
Actual,Melanoma of the skin,1993,Females,75–79,48,C43
Actual,Melanoma of the skin,1993,Females,80–84,27,C43
Actual,Melanoma of the skin,1993,Females,85–89,21,C43
Actual,Melanoma of the skin,1993,Females,90+,10,C43
Actual,Melanoma of the skin,1993,Females,All ages combined,272,C43
Actual,Melanoma of the skin,1994,Females,00–04,0,C43
Actual,Melanoma of the skin,1994,Females,05–09,0,C43
Actual,Melanoma of the skin,1994,Females,10–14,0,C43
Actual,Melanoma of the skin,1994,Females,15–19,0,C43
Actual,Melanoma of the skin,1994,Females,20–24,0,C43
Actual,Melanoma of the skin,1994,Females,25–29,8,C43
Actual,Melanoma of the skin,1994,Females,30–34,7,C43
Actual,Melanoma of the skin,1994,Females,35–39,15,C43
Actual,Melanoma of the skin,1994,Females,40–44,13,C43
Actual,Melanoma of the skin,1994,Females,45–49,19,C43
Actual,Melanoma of the skin,1994,Females,50–54,22,C43
Actual,Melanoma of the skin,1994,Females,55–59,16,C43
Actual,Melanoma of the skin,1994,Females,60–64,24,C43
Actual,Melanoma of the skin,1994,Females,65–69,26,C43
Actual,Melanoma of the skin,1994,Females,70–74,44,C43
Actual,Melanoma of the skin,1994,Females,75–79,35,C43
Actual,Melanoma of the skin,1994,Females,80–84,30,C43
Actual,Melanoma of the skin,1994,Females,85–89,20,C43
Actual,Melanoma of the skin,1994,Females,90+,9,C43
Actual,Melanoma of the skin,1994,Females,All ages combined,288,C43
Actual,Melanoma of the skin,1995,Females,00–04,0,C43
Actual,Melanoma of the skin,1995,Females,05–09,0,C43
Actual,Melanoma of the skin,1995,Females,10–14,1,C43
Actual,Melanoma of the skin,1995,Females,15–19,1,C43
Actual,Melanoma of the skin,1995,Females,20–24,4,C43
Actual,Melanoma of the skin,1995,Females,25–29,8,C43
Actual,Melanoma of the skin,1995,Females,30–34,13,C43
Actual,Melanoma of the skin,1995,Females,35–39,12,C43
Actual,Melanoma of the skin,1995,Females,40–44,19,C43
Actual,Melanoma of the skin,1995,Females,45–49,26,C43
Actual,Melanoma of the skin,1995,Females,50–54,31,C43
Actual,Melanoma of the skin,1995,Females,55–59,21,C43
Actual,Melanoma of the skin,1995,Females,60–64,23,C43
Actual,Melanoma of the skin,1995,Females,65–69,34,C43
Actual,Melanoma of the skin,1995,Females,70–74,39,C43
Actual,Melanoma of the skin,1995,Females,75–79,34,C43
Actual,Melanoma of the skin,1995,Females,80–84,35,C43
Actual,Melanoma of the skin,1995,Females,85–89,20,C43
Actual,Melanoma of the skin,1995,Females,90+,13,C43
Actual,Melanoma of the skin,1995,Females,All ages combined,334,C43
Actual,Melanoma of the skin,1996,Females,00–04,0,C43
Actual,Melanoma of the skin,1996,Females,05–09,0,C43
Actual,Melanoma of the skin,1996,Females,10–14,1,C43
Actual,Melanoma of the skin,1996,Females,15–19,0,C43
Actual,Melanoma of the skin,1996,Females,20–24,3,C43
Actual,Melanoma of the skin,1996,Females,25–29,3,C43
Actual,Melanoma of the skin,1996,Females,30–34,4,C43
Actual,Melanoma of the skin,1996,Females,35–39,11,C43
Actual,Melanoma of the skin,1996,Females,40–44,24,C43
Actual,Melanoma of the skin,1996,Females,45–49,20,C43
Actual,Melanoma of the skin,1996,Females,50–54,28,C43
Actual,Melanoma of the skin,1996,Females,55–59,14,C43
Actual,Melanoma of the skin,1996,Females,60–64,28,C43
Actual,Melanoma of the skin,1996,Females,65–69,31,C43
Actual,Melanoma of the skin,1996,Females,70–74,35,C43
Actual,Melanoma of the skin,1996,Females,75–79,35,C43
Actual,Melanoma of the skin,1996,Females,80–84,38,C43
Actual,Melanoma of the skin,1996,Females,85–89,31,C43
Actual,Melanoma of the skin,1996,Females,90+,17,C43
Actual,Melanoma of the skin,1996,Females,All ages combined,323,C43
Actual,Melanoma of the skin,1997,Females,00–04,0,C43
Actual,Melanoma of the skin,1997,Females,05–09,0,C43
Actual,Melanoma of the skin,1997,Females,10–14,0,C43
Actual,Melanoma of the skin,1997,Females,15–19,3,C43
Actual,Melanoma of the skin,1997,Females,20–24,3,C43
Actual,Melanoma of the skin,1997,Females,25–29,8,C43
Actual,Melanoma of the skin,1997,Females,30–34,14,C43
Actual,Melanoma of the skin,1997,Females,35–39,12,C43
Actual,Melanoma of the skin,1997,Females,40–44,19,C43
Actual,Melanoma of the skin,1997,Females,45–49,21,C43
Actual,Melanoma of the skin,1997,Females,50–54,19,C43
Actual,Melanoma of the skin,1997,Females,55–59,22,C43
Actual,Melanoma of the skin,1997,Females,60–64,26,C43
Actual,Melanoma of the skin,1997,Females,65–69,39,C43
Actual,Melanoma of the skin,1997,Females,70–74,39,C43
Actual,Melanoma of the skin,1997,Females,75–79,33,C43
Actual,Melanoma of the skin,1997,Females,80–84,37,C43
Actual,Melanoma of the skin,1997,Females,85–89,22,C43
Actual,Melanoma of the skin,1997,Females,90+,8,C43
Actual,Melanoma of the skin,1997,Females,All ages combined,325,C43
Actual,Melanoma of the skin,1998,Females,00–04,0,C43
Actual,Melanoma of the skin,1998,Females,05–09,0,C43
Actual,Melanoma of the skin,1998,Females,10–14,0,C43
Actual,Melanoma of the skin,1998,Females,15–19,1,C43
Actual,Melanoma of the skin,1998,Females,20–24,0,C43
Actual,Melanoma of the skin,1998,Females,25–29,5,C43
Actual,Melanoma of the skin,1998,Females,30–34,11,C43
Actual,Melanoma of the skin,1998,Females,35–39,13,C43
Actual,Melanoma of the skin,1998,Females,40–44,16,C43
Actual,Melanoma of the skin,1998,Females,45–49,19,C43
Actual,Melanoma of the skin,1998,Females,50–54,20,C43
Actual,Melanoma of the skin,1998,Females,55–59,21,C43
Actual,Melanoma of the skin,1998,Females,60–64,28,C43
Actual,Melanoma of the skin,1998,Females,65–69,30,C43
Actual,Melanoma of the skin,1998,Females,70–74,40,C43
Actual,Melanoma of the skin,1998,Females,75–79,35,C43
Actual,Melanoma of the skin,1998,Females,80–84,47,C43
Actual,Melanoma of the skin,1998,Females,85–89,36,C43
Actual,Melanoma of the skin,1998,Females,90+,21,C43
Actual,Melanoma of the skin,1998,Females,All ages combined,343,C43
Actual,Melanoma of the skin,1999,Females,00–04,0,C43
Actual,Melanoma of the skin,1999,Females,05–09,0,C43
Actual,Melanoma of the skin,1999,Females,10–14,0,C43
Actual,Melanoma of the skin,1999,Females,15–19,1,C43
Actual,Melanoma of the skin,1999,Females,20–24,3,C43
Actual,Melanoma of the skin,1999,Females,25–29,5,C43
Actual,Melanoma of the skin,1999,Females,30–34,10,C43
Actual,Melanoma of the skin,1999,Females,35–39,15,C43
Actual,Melanoma of the skin,1999,Females,40–44,16,C43
Actual,Melanoma of the skin,1999,Females,45–49,23,C43
Actual,Melanoma of the skin,1999,Females,50–54,26,C43
Actual,Melanoma of the skin,1999,Females,55–59,22,C43
Actual,Melanoma of the skin,1999,Females,60–64,32,C43
Actual,Melanoma of the skin,1999,Females,65–69,38,C43
Actual,Melanoma of the skin,1999,Females,70–74,49,C43
Actual,Melanoma of the skin,1999,Females,75–79,39,C43
Actual,Melanoma of the skin,1999,Females,80–84,29,C43
Actual,Melanoma of the skin,1999,Females,85–89,35,C43
Actual,Melanoma of the skin,1999,Females,90+,21,C43
Actual,Melanoma of the skin,1999,Females,All ages combined,364,C43
Actual,Melanoma of the skin,2000,Females,00–04,0,C43
Actual,Melanoma of the skin,2000,Females,05–09,0,C43
Actual,Melanoma of the skin,2000,Females,10–14,0,C43
Actual,Melanoma of the skin,2000,Females,15–19,0,C43
Actual,Melanoma of the skin,2000,Females,20–24,4,C43
Actual,Melanoma of the skin,2000,Females,25–29,4,C43
Actual,Melanoma of the skin,2000,Females,30–34,9,C43
Actual,Melanoma of the skin,2000,Females,35–39,21,C43
Actual,Melanoma of the skin,2000,Females,40–44,18,C43
Actual,Melanoma of the skin,2000,Females,45–49,24,C43
Actual,Melanoma of the skin,2000,Females,50–54,21,C43
Actual,Melanoma of the skin,2000,Females,55–59,26,C43
Actual,Melanoma of the skin,2000,Females,60–64,29,C43
Actual,Melanoma of the skin,2000,Females,65–69,25,C43
Actual,Melanoma of the skin,2000,Females,70–74,44,C43
Actual,Melanoma of the skin,2000,Females,75–79,43,C43
Actual,Melanoma of the skin,2000,Females,80–84,43,C43
Actual,Melanoma of the skin,2000,Females,85–89,25,C43
Actual,Melanoma of the skin,2000,Females,90+,18,C43
Actual,Melanoma of the skin,2000,Females,All ages combined,354,C43
Actual,Melanoma of the skin,2001,Females,00–04,0,C43
Actual,Melanoma of the skin,2001,Females,05–09,0,C43
Actual,Melanoma of the skin,2001,Females,10–14,0,C43
Actual,Melanoma of the skin,2001,Females,15–19,1,C43
Actual,Melanoma of the skin,2001,Females,20–24,3,C43
Actual,Melanoma of the skin,2001,Females,25–29,8,C43
Actual,Melanoma of the skin,2001,Females,30–34,10,C43
Actual,Melanoma of the skin,2001,Females,35–39,6,C43
Actual,Melanoma of the skin,2001,Females,40–44,18,C43
Actual,Melanoma of the skin,2001,Females,45–49,20,C43
Actual,Melanoma of the skin,2001,Females,50–54,27,C43
Actual,Melanoma of the skin,2001,Females,55–59,35,C43
Actual,Melanoma of the skin,2001,Females,60–64,29,C43
Actual,Melanoma of the skin,2001,Females,65–69,31,C43
Actual,Melanoma of the skin,2001,Females,70–74,42,C43
Actual,Melanoma of the skin,2001,Females,75–79,50,C43
Actual,Melanoma of the skin,2001,Females,80–84,54,C43
Actual,Melanoma of the skin,2001,Females,85–89,34,C43
Actual,Melanoma of the skin,2001,Females,90+,22,C43
Actual,Melanoma of the skin,2001,Females,All ages combined,390,C43
Actual,Melanoma of the skin,2002,Females,00–04,0,C43
Actual,Melanoma of the skin,2002,Females,05–09,0,C43
Actual,Melanoma of the skin,2002,Females,10–14,0,C43
Actual,Melanoma of the skin,2002,Females,15–19,0,C43
Actual,Melanoma of the skin,2002,Females,20–24,2,C43
Actual,Melanoma of the skin,2002,Females,25–29,2,C43
Actual,Melanoma of the skin,2002,Females,30–34,8,C43
Actual,Melanoma of the skin,2002,Females,35–39,9,C43
Actual,Melanoma of the skin,2002,Females,40–44,19,C43
Actual,Melanoma of the skin,2002,Females,45–49,16,C43
Actual,Melanoma of the skin,2002,Females,50–54,23,C43
Actual,Melanoma of the skin,2002,Females,55–59,19,C43
Actual,Melanoma of the skin,2002,Females,60–64,20,C43
Actual,Melanoma of the skin,2002,Females,65–69,21,C43
Actual,Melanoma of the skin,2002,Females,70–74,42,C43
Actual,Melanoma of the skin,2002,Females,75–79,44,C43
Actual,Melanoma of the skin,2002,Females,80–84,51,C43
Actual,Melanoma of the skin,2002,Females,85–89,25,C43
Actual,Melanoma of the skin,2002,Females,90+,28,C43
Actual,Melanoma of the skin,2002,Females,All ages combined,330,C43
Actual,Melanoma of the skin,2003,Females,00–04,0,C43
Actual,Melanoma of the skin,2003,Females,05–09,0,C43
Actual,Melanoma of the skin,2003,Females,10–14,0,C43
Actual,Melanoma of the skin,2003,Females,15–19,0,C43
Actual,Melanoma of the skin,2003,Females,20–24,1,C43
Actual,Melanoma of the skin,2003,Females,25–29,4,C43
Actual,Melanoma of the skin,2003,Females,30–34,5,C43
Actual,Melanoma of the skin,2003,Females,35–39,9,C43
Actual,Melanoma of the skin,2003,Females,40–44,16,C43
Actual,Melanoma of the skin,2003,Females,45–49,29,C43
Actual,Melanoma of the skin,2003,Females,50–54,24,C43
Actual,Melanoma of the skin,2003,Females,55–59,21,C43
Actual,Melanoma of the skin,2003,Females,60–64,38,C43
Actual,Melanoma of the skin,2003,Females,65–69,46,C43
Actual,Melanoma of the skin,2003,Females,70–74,34,C43
Actual,Melanoma of the skin,2003,Females,75–79,47,C43
Actual,Melanoma of the skin,2003,Females,80–84,57,C43
Actual,Melanoma of the skin,2003,Females,85–89,29,C43
Actual,Melanoma of the skin,2003,Females,90+,22,C43
Actual,Melanoma of the skin,2003,Females,All ages combined,382,C43
Actual,Melanoma of the skin,2004,Females,00–04,0,C43
Actual,Melanoma of the skin,2004,Females,05–09,0,C43
Actual,Melanoma of the skin,2004,Females,10–14,1,C43
Actual,Melanoma of the skin,2004,Females,15–19,0,C43
Actual,Melanoma of the skin,2004,Females,20–24,3,C43
Actual,Melanoma of the skin,2004,Females,25–29,3,C43
Actual,Melanoma of the skin,2004,Females,30–34,10,C43
Actual,Melanoma of the skin,2004,Females,35–39,10,C43
Actual,Melanoma of the skin,2004,Females,40–44,16,C43
Actual,Melanoma of the skin,2004,Females,45–49,26,C43
Actual,Melanoma of the skin,2004,Females,50–54,19,C43
Actual,Melanoma of the skin,2004,Females,55–59,29,C43
Actual,Melanoma of the skin,2004,Females,60–64,33,C43
Actual,Melanoma of the skin,2004,Females,65–69,31,C43
Actual,Melanoma of the skin,2004,Females,70–74,39,C43
Actual,Melanoma of the skin,2004,Females,75–79,52,C43
Actual,Melanoma of the skin,2004,Females,80–84,50,C43
Actual,Melanoma of the skin,2004,Females,85–89,35,C43
Actual,Melanoma of the skin,2004,Females,90+,27,C43
Actual,Melanoma of the skin,2004,Females,All ages combined,385,C43
Actual,Melanoma of the skin,2005,Females,00–04,0,C43
Actual,Melanoma of the skin,2005,Females,05–09,0,C43
Actual,Melanoma of the skin,2005,Females,10–14,0,C43
Actual,Melanoma of the skin,2005,Females,15–19,0,C43
Actual,Melanoma of the skin,2005,Females,20–24,2,C43
Actual,Melanoma of the skin,2005,Females,25–29,3,C43
Actual,Melanoma of the skin,2005,Females,30–34,3,C43
Actual,Melanoma of the skin,2005,Females,35–39,9,C43
Actual,Melanoma of the skin,2005,Females,40–44,19,C43
Actual,Melanoma of the skin,2005,Females,45–49,19,C43
Actual,Melanoma of the skin,2005,Females,50–54,36,C43
Actual,Melanoma of the skin,2005,Females,55–59,36,C43
Actual,Melanoma of the skin,2005,Females,60–64,29,C43
Actual,Melanoma of the skin,2005,Females,65–69,34,C43
Actual,Melanoma of the skin,2005,Females,70–74,41,C43
Actual,Melanoma of the skin,2005,Females,75–79,49,C43
Actual,Melanoma of the skin,2005,Females,80–84,61,C43
Actual,Melanoma of the skin,2005,Females,85–89,33,C43
Actual,Melanoma of the skin,2005,Females,90+,39,C43
Actual,Melanoma of the skin,2005,Females,All ages combined,413,C43
Actual,Melanoma of the skin,2006,Females,00–04,0,C43
Actual,Melanoma of the skin,2006,Females,05–09,0,C43
Actual,Melanoma of the skin,2006,Females,10–14,0,C43
Actual,Melanoma of the skin,2006,Females,15–19,0,C43
Actual,Melanoma of the skin,2006,Females,20–24,1,C43
Actual,Melanoma of the skin,2006,Females,25–29,7,C43
Actual,Melanoma of the skin,2006,Females,30–34,9,C43
Actual,Melanoma of the skin,2006,Females,35–39,7,C43
Actual,Melanoma of the skin,2006,Females,40–44,10,C43
Actual,Melanoma of the skin,2006,Females,45–49,29,C43
Actual,Melanoma of the skin,2006,Females,50–54,38,C43
Actual,Melanoma of the skin,2006,Females,55–59,44,C43
Actual,Melanoma of the skin,2006,Females,60–64,32,C43
Actual,Melanoma of the skin,2006,Females,65–69,44,C43
Actual,Melanoma of the skin,2006,Females,70–74,46,C43
Actual,Melanoma of the skin,2006,Females,75–79,60,C43
Actual,Melanoma of the skin,2006,Females,80–84,53,C43
Actual,Melanoma of the skin,2006,Females,85–89,32,C43
Actual,Melanoma of the skin,2006,Females,90+,43,C43
Actual,Melanoma of the skin,2006,Females,All ages combined,455,C43
Actual,Melanoma of the skin,2007,Females,00–04,0,C43
Actual,Melanoma of the skin,2007,Females,05–09,0,C43
Actual,Melanoma of the skin,2007,Females,10–14,0,C43
Actual,Melanoma of the skin,2007,Females,15–19,1,C43
Actual,Melanoma of the skin,2007,Females,20–24,3,C43
Actual,Melanoma of the skin,2007,Females,25–29,11,C43
Actual,Melanoma of the skin,2007,Females,30–34,8,C43
Actual,Melanoma of the skin,2007,Females,35–39,10,C43
Actual,Melanoma of the skin,2007,Females,40–44,16,C43
Actual,Melanoma of the skin,2007,Females,45–49,26,C43
Actual,Melanoma of the skin,2007,Females,50–54,26,C43
Actual,Melanoma of the skin,2007,Females,55–59,24,C43
Actual,Melanoma of the skin,2007,Females,60–64,38,C43
Actual,Melanoma of the skin,2007,Females,65–69,35,C43
Actual,Melanoma of the skin,2007,Females,70–74,40,C43
Actual,Melanoma of the skin,2007,Females,75–79,55,C43
Actual,Melanoma of the skin,2007,Females,80–84,49,C43
Actual,Melanoma of the skin,2007,Females,85–89,42,C43
Actual,Melanoma of the skin,2007,Females,90+,41,C43
Actual,Melanoma of the skin,2007,Females,All ages combined,425,C43
Actual,Melanoma of the skin,2008,Females,00–04,0,C43
Actual,Melanoma of the skin,2008,Females,05–09,0,C43
Actual,Melanoma of the skin,2008,Females,10–14,0,C43
Actual,Melanoma of the skin,2008,Females,15–19,0,C43
Actual,Melanoma of the skin,2008,Females,20–24,3,C43
Actual,Melanoma of the skin,2008,Females,25–29,7,C43
Actual,Melanoma of the skin,2008,Females,30–34,5,C43
Actual,Melanoma of the skin,2008,Females,35–39,17,C43
Actual,Melanoma of the skin,2008,Females,40–44,20,C43
Actual,Melanoma of the skin,2008,Females,45–49,26,C43
Actual,Melanoma of the skin,2008,Females,50–54,25,C43
Actual,Melanoma of the skin,2008,Females,55–59,27,C43
Actual,Melanoma of the skin,2008,Females,60–64,40,C43
Actual,Melanoma of the skin,2008,Females,65–69,44,C43
Actual,Melanoma of the skin,2008,Females,70–74,38,C43
